,电影名称,评论人,星级,评论时间,题目,评论内容,有用,没用,回应,地理位置,情绪
627,变形金刚3的影评 (1590),s,5,2011-08-03 18:04:38,变形金刚3,这篇影评可能有剧透                        变形金刚3   哎哟，大场面，看得我是，只觉得一堆机器抱在一起，抱来抱去抱来抱去。。  然后房子倒了，桥塌了，人死了，场面太混乱啦。。  为了自己的星球，我们彼此都没有错哈。  只是在那个星球，你们被尊为神，而这里是自由的国度。仅此而已啦。  这个世界慌乱得，人们来不...                     ,,,0回应,,0.6245468605466679
628,变形金刚3的影评 (1590),豆瓣不说,5,2011-08-03 18:04:38,旨日清缓释茶治疗酒精肝效果肿么样?,酒精对肝脏的危害随着量的增加和饮用时间的延长，会不断加重和升级。对肝脏的损害有三个阶段： 一期损害是酒精性脂肪肝，饮酒的量越多，时间越长，肝脏的脂肪性变就越严重。每日饮酒比间断饮酒危害性大，一次大量饮酒比一日分次小量饮酒的危害性大。 二期损害是发展为酒精...                     ,,,0回应,,0.9733897054268825
629,变形金刚3的影评 (1590),墨小鸽,5,2011-08-03 18:04:38,既然这是一篇犯贱的剧透，那我就不评分了吧。,这篇影评可能有剧透                        有这样一部电影，男主既像缩水不良版贾斯汀又像拉了皮开了眼头之后的寇克罗素，女主晃眼看像娇兰那模特，可惜嘴给打肿了，男二有点神似艾尔帕尼诺却又有点罗伯特德尼罗的实力派风范儿，女二让我误以为是lightman先生带黑框的友情客串，男三曾经在某部黑色喜剧电影中献身艺术高...                     ,,,0回应,四川成都,0.954506643459466
630,变形金刚3的影评 (1590),将夏,5,2011-08-03 18:04:38,請不要盯著廣告老看。。。,關於廣告，我覺得聯想的廣告出現了幾次，但是我覺得也沒有什麽不可以的，也沒有什麽礙眼的，我不知道爲什麽大家總是看電影的時候，把眼光過多的盯著廣告看了。爲什麽不盯著精彩鏡頭和人物，車子。                     ,,,0回应,,0.1978282908625668
631,变形金刚3的影评 (1590),巴掌,5,2011-08-03 18:04:38,变形金刚3,综合感觉没有1和2好看，整部影片情节比较乱，几乎没有高潮，御天敌莫名其妙的叛变了，威震天莫名其妙的出手了，擎天柱莫名其妙的挂在绳子上下不来了。整部影片都在讲人类如何厉害，汽车人成了配角。除了擎天柱和御天敌对打的那一段比较精彩之外，其他没什么亮点，老贝同志晚节...                     ,,,0回应,,0.6245468605466679
632,变形金刚3的影评 (1590),Ren77,5,2011-08-03 18:04:38,《Transformers: Dark of the Moon》感想版&剧透版,感想版： 《Transformers: Dark of the Moon》延续变形金刚电影系列“反派很厉害，正派打不死”的励志风格进行画面&角色的全面升级。总体来说，3D很给力，剧情是浮云。IMAX值得一看，只是配乐、剪辑、铺排、女主都差那么一点，看得实在有点不过瘾。唉，我也还是想念Megan Fox啊...                     ,,,0回应,广东广州,0.9910396346042799
633,变形金刚3的影评 (1590),锄禾日当午,5,2011-08-03 18:04:38,剧情有点拖沓，画面超棒,我们去电影院不是最主要的就是看个画面吗？想要什么无比跌宕起伏的剧情，纠缠万分的情感戏的人直接看小说好了！不得不说，变3的画面看得出来花了大工夫了，非常细致。置于什么广告的植入，这个对于你观赏这部电影有多大影响呢，让你多花一分钱了吗？国人的广告植入这么一部大片...                     ,,,0回应,,0.9646400966211051
634,变形金刚3的影评 (1590),Angelina,5,2011-08-03 18:04:38,技术很强大，画面很震撼。,我喜欢汽车人变形时的细节，好像看到汽车上每一个零件都跟着变。  也许有人觉得植入广告太多，女主角特写太多，导演拍了许多无意义的画面。虽然迈克尔贝在人物描写上一直插科打诨，但是故事情节是连贯的，符合逻辑的，也常常给观众一点悬念和感动。而且每个打斗场面都很惊心动...                     ,,,1回应,,0.9813802326141808
635,变形金刚3的影评 (1590),夜凉如水,5,2011-08-03 18:04:38,有木有~~,"舒化奶有木有~~ 妹纸出场3D效果颇诱人有木有~~ 妹纸露脸才发现美人迟暮,两人很不相称,不协调有木有~~ 主角不死定理再显神威,随意突破防线有木有~~ 天柱哥就是来打酱油的有木有~~ 威哥飘逸的围巾,满满的悲情有木有~~                      ",,,0回应,,0.5709133159883483
636,变形金刚3的影评 (1590),呵呵好吗,5,2011-08-03 18:04:38,关于《变3》的一些,因为本人穷，没那多闲钱去电影院看I-MAX，也没人陪我一起去电影院华丽一把，所以只能等网上出清晰版了，才迟迟看到了这部电影。欧美这些系列片，自《加勒比海盗》、《蜘蛛侠》以来，就培养了观众不可对续集抱大希望的情绪，可我看那些个续集，至少没有失望之感。然而当...                     ,,,0回应,湖南长沙,0.8031295719435204
637,变形金刚3的影评 (1590),Ares.X.,5,2011-08-03 18:04:38,各种搞不懂,这篇影评可能有剧透                               御天敌复活后的第一段台词就说它的空间传送技术不符合人类的科学知识。我就纳闷了，它不是刚复活么，怎么可能知道？难道它跟擎天柱打架时还抽空考察了一下地球文明？     激光鸟在那个跟美国哪哪要害部门关系都可铁的什么什么公司潜伏了那么久都没被发现，真不知道是那...                     ,,,0回应,,0.15671932464953597
638,变形金刚3的影评 (1590),卡爷,5,2011-08-03 18:04:38,我眼中的变3,这篇影评可能有剧透                            变形金刚，是大多数80后年轻人，特别是男生们从童年带来的难舍的情结。正因为如此，即使变形金刚2被行家评为近年最“坑爹”的科幻影片，甚至只是一部集合了电脑特效和视觉冲击的广告片，即使女主角一如既往的“花瓶”，当变3夹带着3D这个字眼在暑期上映时，还是再一次掀起...                     ,,,0回应,,0.5280210090006133
639,变形金刚3的影评 (1590),风祭,5,2011-08-03 18:04:38,一定要看IMAX版的·····,"终于睇左期待了一年的TF3，两个半钟""嘣嘣嘣...嘭嘭嘭...""感过去了，就系为左满足小时候正义打败邪恶的梦想...作为美国国庆献礼片，结局时飘扬既星条旗，表明美国人同博派一样保卫地球同自由既决心...其实正义与否，真系无法介定，御天敌保卫自己种族肯定没有错的，但损人利己当...                     ",,,0回应,,0.5712185727102892
640,变形金刚3的影评 (1590),jack,5,2011-08-03 00:36:30,豆瓣狗文艺青年只会讲深度谈内涵！自己看了才知道！！绝对恢弘！,今晚请允许我这么激动，因为变形金刚3实在是太精彩了，儿时的谜团告一段落，人类被拯救了，过程你们自己到电影院看啊，网上的谣言都不可信，只有自己看到才能感受到美国的力量，机械的恢弘！ 网上都说文戏太多，其实不是，都是一段一段的，让人舒缓再紧张，另外，场面的填充程...                     ,,,1回应,,0.9338290656045868
641,变形金刚3的影评 (1590),小灰,5,2011-08-03 00:36:30,女猪脚狗血挑拨，威震天致命单恋！！！,这篇影评可能有剧透                             带着兴奋和割肉的心痛去看了3DIMAX，效果不用说，一级棒。不过剧情却有点狗血了···伊利舒化奶！坑爹啊！！！      汽车人反攻时，擎天柱的车厢被震荡波弄掉了，话说震荡波，你又不是BOSS，那么拉风抢镜干嘛？擎天柱说“我必须找回车厢，要不我无法飞行。”怎么找回的没...                     ,,,0回应,,0.9053489559577277
642,变形金刚3的影评 (1590),lasasky,5,2011-08-03 00:36:30,这真的是3D？？？,大黄蜂你是要卖萌还是怎样啊？以为自己要被处死前的眼神还能更无辜一点吗，最后竟然还弄几个戒指出来啊~~我对女猪实在欣赏无能哪，演技堪比黄圣依，唇形和唇彩颜色都感觉太过甜美太乖，最主要是那一口英文肿么说得都没有米国大片的味道，好像带着某种含糊的地方口音涅？另外此...                     ,,,0回应,上海,0.5858796007828936
643,变形金刚3的影评 (1590),Amberann,5,2011-08-03 00:36:30,很热血,今天中午吃饭的时候丹丹跟我说，医院里面现在不允许告诉准妈妈肚子里的宝宝性别，可打好关系后医生会善意提醒——家里可以买点变形金刚啊什么的给宝宝玩的——明白了——是儿子。      这么巧晚上就去看了——果然整部片子雄性荷尔蒙泛滥——可不得不说——很爽很有爱。...                     ,,,0回应,浙江杭州,0.90268455197475
644,变形金刚3的影评 (1590),藏山,5,2011-08-03 00:36:30,与电影无关,怎么说呢 其实就算没有剧情 那又怎样? 没有在小时候喜欢过变形金刚的人们 永远不会体会到 变形金刚究竟意味着什么 其实根本就忘记了小时候究竟看过的变形金刚任何内容 可是一直清楚的记得那个时候和表姐抢变形金刚模型的记忆 舅舅那时候给她买了全套  悲摧啊 我一个也没有 只好...                     ,,,0回应,,0.5
645,变形金刚3的影评 (1590),Wu__Yin,5,2011-08-03 00:36:30,哥看的不是电影，是童年,哥看的不是电影，是童年。 看这种电影就让大脑休息，让眼睛吃冰激凌，想要剧情，隔壁看建党伟业吧。 女主角还好吧，其实就是个道具，没必要较真。 迈克尔·贝真是使出了吃奶的劲呀，芝加哥又被炸了个底朝天，芝加哥招谁惹谁了。 柱子哥这一集不给力呀，关键时候跑哪儿打酱油去...                     ,,,0回应,,0.9884452357081098
646,变形金刚3的影评 (1590),星概念,5,2011-08-03 00:36:30,真正可怕的不是有一天机器生物拿着枪抵着人类的头，而是在他们拔枪之前，我们的脑袋已经被自己创造的高科技擦掉了棱角掏空了思想！！,即使是我非常喜欢的林肯公园，也无法在这部电影结束时让我在座位上多回味一会，迈出放映厅的步子变的很轻松，忽然有一种上小学时星期五晚上放学路上的感觉。两个半小时带来的是颈椎酸痛、两耳微鸣和裤子后面屁股位置的一大片汗迹。高科技把观众们震撼的有些疲惫，然而转...                     ,,,1回应,北京,0.9941738774718999
647,变形金刚3的影评 (1590),T,5,2011-08-03 00:36:30,泥马想看剧情的你为何点到变形金刚里面来，你2啊，眼里只看到广告的你怎么不去看湖南卫视，你真2，变形金刚不是给你讲故事哄你睡觉的，想睡觉请绕道，变形金刚是让你兴奋的！！！！,泥马想看剧情的你为何点到变形金刚里面来，你2啊，眼里只看到广告的你怎么不去看湖南卫视，你真2，变形金刚不是给你讲故事哄你睡觉的，想睡觉请绕道，变形金刚是让你兴奋的！！！！                     ,,,0回应,,0.25419206052654597
648,变形金刚3的影评 (1590),Then,5,2011-08-03 00:36:30,变形金刚之吐糟篇,刚刚看完变形金刚啊。。。  首先~绝对有可看性。优点别人总在说，就不赘述~主要来吐糟的舒化奶那种就不说了~  first~女主角换的真坑爹。。又丑又胖，注意看嘴唇会觉得她注射丰唇剂神马的~想想梅根福克斯，就越发觉得他坑爹     second~原来汽车人会流血真是灰常震惊~那血就和刚...                     ,,,2回应,,0.3191458375934989
649,变形金刚3的影评 (1590),幻,5,2011-08-03 00:36:30,变形金刚 3 一坨屎,我和晖晖入场了，电影开始，她就用手机拍照，纪念一下我们第一次单独出来看电影，之前每次看电影都有人。电影刚开始我还是很感动啊，  电影里一开始就出现了塞伯坦，还有登月的画面，一切都很神秘，可是开头刚过就没意思了，该死的山姆一直出现在画面里，金刚们只能当配角，  ...                     ,,,0回应,,0.6691410386778199
650,变形金刚3的影评 (1590),心俱,5,2011-08-03 00:36:30,我乐了,我看着它们这种破坏程度，怎么再拍下一部啊。 那个擎天柱也太不给力了，光那个钢丝绳就缠了半天，怎么说你也是领袖啊。 还有这血剧情又出现了， 又有不信汽车人…… 汽车人开始反思…… 又开始闹着要走…… 然后又回来…… 搞什么…… 真血……                     ,,,0回应,,0.737704918032787
651,变形金刚3的影评 (1590),文文淼淼,5,2011-08-03 00:36:30,狂躁的变3,狂躁的变3 变3在中国上映了有几天，对他的评价也是褒贬不一，一般喜欢视觉冲击的，搏斗的童鞋及小朋友们对这部片子评价还比较高，如果从故事情节上来看，变3就是空洞中的空洞。 整部影片给我的感觉就是一群狂躁的人和另一群狂躁的人吼来吼去。先说男主角找不到工作狂躁，他的破...                     ,,,0回应,,0.4391842613440521
652,变形金刚3的影评 (1590),冷酷仙境,5,2011-08-03 00:36:30,惨淡收场,这是今年的第三部“强弩之末”，纯粹的娱乐视觉大片，除此之外，没有什么了。 首先，导演换女猪脚也换个好点的吧，就是一个纯粹的花瓶，爱男猪脚爱得一塌糊涂的样子，能跑能跳~ 擎天柱是我最喜欢的啦，但是他现在太伟大了，在地球只有宠物的地位，但是却对地球热爱此志不渝，上...                     ,,,0回应,会懒死。,0.7738722058939779
653,变形金刚3的影评 (1590),狐狸,5,2011-08-03 00:36:30,我的想法很通俗,虽然还没看，但已经恶评如潮了。 大片总会有自己的市场。 我在期待 在期待 期待DVD网上的发布！                     ,,,0回应,,0.94093759070582
654,变形金刚3的影评 (1590),小资男孩,5,2011-08-03 00:36:30,啪啪啪,很多人怕，说你不要写变3影评了，我怕看完遭受剧透，我说，都丫根没剧情，有啥剧透可言。 这里还是有必要讨论一下本人的状态，以表立场无碍。{四川SEO www.4cseo.com} 首先，我记得当初看《喜羊羊》动画片电影版，看《风云2》电影版，即使是最最烂的《无极》，或者《三枪》，我...                     ,,,0回应,,0.19360036171108375
655,变形金刚3的影评 (1590),番茄熊,5,2011-08-03 00:36:30,随便吐槽,这篇影评可能有剧透                        最近几年已经很红的普里皮亚季概念又被炒作了，而后是脱胎于≪日本锁国≫的声波化身，最后是通天晓大摆斗转星移阵法。老贝是游戏，动漫，穿越小说无所不通啊。 话说植入式广告真的很少了，但是o'reilly 你太扎眼了，堪比伊利。实在不像是技术流。 最后大战打得不太入流，除...                     ,,,1回应,上海,0.26805539476383156
656,变形金刚3的影评 (1590),吕布,5,2011-08-03 00:36:30,整体感觉一般,整体感觉一般，只能安慰自己，强调的是IMAX视觉效果，请忽略故事性。大黄蜂延续超萌，威震天像丐帮帮主（失望，威震天没了霸气），擎天柱断臂了，还会出续集么？还能怎么编？                      ,,,0回应,,0.7639615452514747
657,变形金刚3的影评 (1590),疯de绵羊,5,2011-08-03 00:36:30,有多少爱可以从来,对于变3，在观影前或多或少有所期待。第一次看首映也给了他，没想到看到最后我几乎快睡着了，有朋友形容其中的部分是变1跟异性的组合。整部片的猪脚我觉得是异性声波，在大楼中穿梭翻滚，还有哪只口中不时吐出红色粘稠物的异性鸟，看着就觉得不舒服！唯一值得庆幸的是时间很长...                     ,,,0回应,,0.6606319723813968
658,变形金刚3的影评 (1590),不正常也不坏,5,2011-08-03 00:36:30,变3也就算是个大广告片嘛,从来没看过3d的   现实证明  这戴着眼镜再戴眼镜确实十分别扭  来之前有人说变3就是个大广告片 中间抽空放了点武打戏  不过飞鱼秀说还是不错的  看了3分钟后我同意飞鱼秀的评价  最后3分钟我决定 我还是顶前者的说法  lenovo蹦出来时候已然预感不妙  电梯里 Ken Jeong手捧伊利...                     ,,,0回应,,0.42007258501397926
659,变形金刚3的影评 (1590),守望者罪恶迷途,5,2011-08-03 00:36:30,我刚被折磨了1个多小时，现在困死了，但是不得不爬起来骂骂这垃圾导演、,这叫电影吗？从头到尾除了喋喋不休的不知道什么情节还有什么？草 草泥马的你读过书没有？看过我国著名电影，大话西游吗？是想和里面的唐僧比吗？我想说的是我在网上看的，一分钱没花，还是要擦你全家十八代，花这么多钱拍这么烂的电影，下次你给我100块老子也不看你这烂电影草...                     ,,,0回应,,1.726665248091841e-05
660,变形金刚3的影评 (1590),猫子,3,2011-08-02 00:52:53,不是哪一种奶，都叫shuhua奶,这篇影评可能有剧透                                                           当那个胖子在电梯里神情不很扭捏喊出：“shuhua  milk”时，贺电朝向伊利。这是一份实力，是中国企业称霸地球的前戏。再拾掇一下男主角身上的美邦，到处摆放不要钱的lenovo，宛然一副中国企业电视广告富有代表性的合集。当然最能强壮你身心...                     ,,,2回应,,0.9297482846405041
661,变形金刚3的影评 (1590),两天的自由,3,2011-08-02 00:52:53,依旧是永恒的经典,再好的电影也逃不过狗尾续貂的命运   无论从技术角度还是剧情角度   变3都是三部之中最不尽人意的一部      可是坐在华影里嚼着一爪的爆米花，   听着身边的观众不时发出的笑声   看着我们自小就熟悉的电影画面   还有依然酷感十足的擎天柱   所有关于它的不满意都可以烟...                     ,,,0回应,,0.9904160008907025
662,变形金刚3的影评 (1590),bangbangshe,3,2011-08-02 00:52:53,听说变形金刚4会换斯皮尔伯格导演哦,回家重看了一遍变1，发现电影公司的片头是派拉蒙和梦工厂两个，而2和3只有派拉蒙，不知是啥原因。                      ,,,1回应,北京,0.3747544501802643
663,变形金刚3的影评 (1590),[已注销],3,2011-08-02 00:52:53,（转）变三，大人类沙文主义？——BY筱溪_金,这篇影评可能有剧透                        哈哈，基本把我看完变三之后想说的都说了，我就费事再写一遍了，转载过来，不是鸡蛋里挑骨头的问题了，有些东西真的是所谓荒诞的有点好笑了~看大片是自娱自乐，看完大片挑点荒诞的东西出来也是自娱自乐吗，你认真你就输了~哈哈~ -----------------以下转载--------------------...                     ,,,0回应,已注销,0.931641658145724
664,变形金刚3的影评 (1590),Or.Karlo,3,2011-08-02 00:52:53,又一段记忆多了一个结局…,90后…美版变形金刚动画在我的记忆始终是碎片级的…我只记得当时上海的绿叶频道会不定时在一段一段外语节目中插播一集…这便是童年莫大的惊喜…后来的猩猩将军应该是对这段记忆的最大追思… 现在用20岁的人的心智去看那年的动画难免自嘲幼稚…好在2007年出现了真人版电影…总算...                     ,,,0回应,,0.9950371080590961
665,变形金刚3的影评 (1590),黑蝴蝶夫人,3,2011-08-02 00:52:53,很爱国，很精彩,中国产品向国际的进军已经到了一种令国人欢呼雀跃的地步，这不得不能说是一种境界。 很是幽人一默的出境。 3D效果蛮多，画面很激情。 至少我很喜欢。                     ,,,0回应,上海,0.9771900565626209
666,变形金刚3的影评 (1590),丧尸暴龙兽,3,2011-08-02 00:52:53,其实，擎天柱在下一盘很大的棋,什么御天敌 霸天虎都是他自己设计的 什么让位 都是假惺惺的 为了留在地球 且消灭对手  这一招 绝了                     ,,,0回应,,0.5248294425961715
667,变形金刚3的影评 (1590),这男人来自水星,3,2011-08-02 00:52:53,你所想获得的,这篇影评可能有剧透                        　　一个很简单的故事，擎天柱带领的汽车人保护着地球，和反派人物威震天的霸天虎进行着斗争。中间擎天柱进入了霸天虎们和以前汽车人的领导者御天敌的圈套，救回了御天敌。结果御天敌为了重造赛博坦星河重建汽车人的绝对控制，选择了和霸天虎合作，通过找回当年带来的能量柱形...                     ,,,0回应,,0.5441789912779675
668,变形金刚3的影评 (1590),猥琐比卡超,3,2011-08-02 00:52:53,这是一部回归到美国传统科幻片和灾难片的电影,相信很多人都是从变形金刚一开始看的，那是07年吧，那个时候看着擎天柱从卡车慢慢变到人形，每一个机器部件慢慢散开再重新组合，还有那种令人兴奋的机械金属音...变形金刚带给我们一种新的感官享受！我们心中都会这样想：这不是一部普通的科幻动作片！ 可以说变形金刚系列是很...                     ,,,0回应,,0.9999633437484958
669,变形金刚3的影评 (1590),DENG142857,3,2011-08-02 00:52:53,爱情，你把整个电影毁了,一堆狗屎一样的嘴唇，凹陷的死鱼眼，女猪脚... ... 就会嗷嗷叫，跑来跑去自以为是救世主，男猪脚... ... 那个啥，别卖爱情了成不！！！观众都去看擎天柱大哥，结果给傻逼人类抢戏了，变你奶奶的金刚啊！                     ,,,0回应,山西朔州,0.7725772827780252
670,变形金刚3的影评 (1590),旁白life,3,2011-08-02 00:52:53,原音版,...的确...原音很赞... 虽然故事老套...但是好莱坞..精湛的科技水平..推出大量金钱                      ,,,0回应,,0.5357270254174809
671,变形金刚3的影评 (1590),better,3,2011-08-02 00:52:53,霸天虎的悲剧,"霸天虎在整部电影中能给我留下印象的只有三处，但这三处却循序渐进让人感觉到霸天虎的悲剧 第一，托着半个脑袋大吼，擎天柱,你丫SB,我回来了! 第二，和大哥大御天敌装X，被大哥大爆扁，导致本来内容不多的头部又少了几块！ 第三，大哥大御天敌要KO了擎天柱的时候，霸天虎神仙下...                     ",,,0回应,广东广州,0.9150629246931166
672,变形金刚3的影评 (1590),青芽,3,2011-08-02 00:52:53,23岁，依然想着拯救地球,23岁了，猪肉都23块了，5块再也吃不到非地沟油炒粉。看完电影，我依然记得穿着裤衩那会要拯救地球，于是情节便不再重要了。       大黄蜂在行刑前与男主角基情对望瞬间，一道真气穿透我天灵盖，只觉得时间静止，地球磁场两极开始颠倒，以致我一直在打电话的朋友也哑然无...                     ,,,0回应,墙角,0.9940118118550145
673,变形金刚3的影评 (1590),青芽,3,2011-08-02 00:52:53,23岁，依然想着拯救地球,23岁了，猪肉都23块了，5块再也吃不到非地沟油炒粉。看完电影，我依然记得穿着裤衩那会要拯救地球，于是情节便不再重要了。       大黄蜂在行刑前与男主角基情对望瞬间，一道真气穿透我天灵盖，只觉得时间静止，地球磁场两极开始颠倒，以致我一直在打电话的朋友也哑然无...                     ,,,0回应,墙角,0.9940118118550145
674,变形金刚3的影评 (1590),时有微热,3,2011-08-02 00:52:53,短评写不下了就写这里吧,这篇影评可能有剧透                        1.人类真的很多余，我一点也不想看美国大兵的穿甲弹爆破弹火箭弹蝙蝠衫啊！！！boomboomboom的炸的一点意思也没有啊！！！那个女的和男的都很莫名其妙啊！！！我想看变形金刚互掐啊谁要看你们啊！！！ 2.号称是没剧情了，但是故事还是得讲明白吧……一直到最后20分钟我才明白，...                     ,,,0回应,猫咪吃苹果。,0.12450882951081244
675,变形金刚3的影评 (1590),dbhk,3,2011-08-02 00:52:53,为了人类，将自己的家园毁于一旦,在完全没看前两部和其他同类题材的前提下，要理清片中的人物，真的需要时间、耐心和智商。  带上眼镜，金属碰撞的打斗效果确实美轮美奂，年度烂片《天际浩劫》的特技与之一比，确实显得不知所谓和混乱。可惜这部片子的亮点也仅限于视觉效果了，但也许制片方并不苛求，深知只靠...                     ,,,0回应,,0.8524005796119722
676,变形金刚3的影评 (1590),阿╋門,3,2011-08-02 00:52:53,变3，前所未有的火爆和前所未有的坑爹,这篇影评可能有剧透                            变3真的是一部好电影，光开场的塞伯坦大战在3D效果的衬托下就足够恢弘壮阔的让人涕泗横流了，轰鸣的炮火声，苍凉的金属星球，变形金刚的起源地就该是这样的。实在无法想象配上IMAX会是什么样的情景。后来的阿波罗登月，苍凉壮阔的月球表面尼玛完全就是活生生的在展示3D技术...                     ,,,0回应,重庆,0.0065708678443695545
677,变形金刚3的影评 (1590),小爬虾,3,2011-08-02 00:52:53,好“看”的金刚3,兴致勃勃的坐在3D厅内第四排正中，开篇的效果可能会博得每个人的赞扬，可以说比我以往看过的3D都要好。开篇的亮点一直到后来的审美疲劳，我无法总被这种冲进眼帘的图像每每打动，一部不耐看的、大制作的视觉电影，仅此而已。 精致的动画制作，就好像皇帝的新装，把最根本的空洞...                     ,,,0回应,,0.9330584381965328
678,变形金刚3的影评 (1590),小猴猴,3,2011-08-02 00:52:53,My transformers，my BUMBLEBEE,可以说是连着看了变形金刚一二三部，一部比一部震撼。在每一部中，都充斥着这么几个词：信念，自信，信任，背叛，和平。三部中，擎天柱当然是主角中的主角，对于他，作为汽车人的领导，有责任，有能力，有信仰，当之无愧的至尊（小牢骚一下：很奇怪其他汽车人被打时他在哪里，...                     ,,,0回应,,0.44767845850986676
679,变形金刚3的影评 (1590),Maxpeny,3,2011-08-02 00:52:53,带着遗憾离开的变形金刚,首先，抱怨一下杭州庆春电影大世界的糟糕设备导致了降低了我的观影感受。椅子的一边护手少一个，等待的时候居然没地方坐，座椅高低排的太紧，前面个露了半个脑袋就使我看不到字幕了。更恶心的是3D眼镜太小包不住我带的框架眼镜直接导致我得用手托着眼镜直到观影结束。  好了，...                     ,,,2回应,浙江杭州,0.8085564273287434
680,变形金刚3的影评 (1590),[已注销],3,2011-08-01 16:22:30,不温不火--商业片的典范,本来的确是因为暑假闷在家无趣，于是就和几个朋友一块儿去看。 如果说要是把它评价为一部暑期黄金档来捞金子的商业大片，那么的确是当之无愧。  你可以在这里找到一切男生们疯狂喜欢的东西： 大型机械人，世界末日，英雄与坏人的桥段，拯救，美女，好车，太空。 两股势力抗衡，...                     ,,,0回应,已注销,0.23206258211402153
681,变形金刚3的影评 (1590),Zanex,3,2011-08-01 16:22:30,变形金刚3 噱头，植入，无厘头，个人几点建议,Fans:变3不看也罢！！！！ 我冲着IMAX的效果的！跟变3一点关系都没有！！！  个人几点感觉，言语过激之处见谅： 1.这个是科幻影片，渲染人类的和平！从头到底爱国主义的宣传。赤裸裸的美国大片风格：大奶，爱情和美国旗帜。完全偏移原著，人类的戏份太多，哥来看机械大战，不是...                     ,,,0回应,,0.7014193733787729
682,变形金刚3的影评 (1590),艾斯碧,3,2011-08-01 16:22:30,如果冲着最后一部和特效，还是别去了,毕竟是最后一部以及IMAX的吸引力，票房多少能揽点。 但是剧情太没有吸引力，一目了然，进行的过程中又过于拖沓。 动作场面较之前两部的确精确精彩了很多，可汽车人这玩意变起来打起来眼花缭乱。 女主角就更不用说，和梅根差太远了。 不必为了它的一些噱头去浪费钱，在家会看就...                     ,,,0回应,,0.7909051231165986
683,变形金刚3的影评 (1590),大成,3,2011-08-01 16:22:30,变3变的幅度太大，找不到童年时看变形金刚动画片的感觉了！,麦导非得换个剧情玩，就汽车人大战霸天虎就OK了，还有加入大力神、恐龙钢索等等元素，大家就高呼过瘾了！你这整的换了剧情，我有点不感冒！！                     ,,,0回应,,0.7291359227482919
684,变形金刚3的影评 (1590),Sanmark,3,2011-08-01 16:22:30,只是来发牢骚的,这篇影评可能有剧透                        变形金刚这么好的题材  那么好的技术团队 都被编剧和导演给彻底毁了 从此我记住一个人的名字 麦克贝  第一个看到不爽的就是女主角卖肉  你让女主卖肉是来迎合谁的 我们是来看机器人的 你又不是没卖点 你难道想靠这个吸引人的眼球？ 我们想看的是激情不是色情 好不？后来还来了...                     ,,,1回应,,0.30311160051929864
685,变形金刚3的影评 (1590),annrywu,3,2011-08-01 16:22:30,变性金刚变变变,"在没有看1-2的情况下，看了3,3D的总是要去电影院看，大不了看完3，再看1-2，特技做得很好，中国什么时候才是有他一半厉害？就是155分钟太长了，带3D眼镜155分钟真是折磨啊！其实我不爱这个类型的片，整个厦门晚上六点以后，所有的电影院都在播变性金刚3，没得选就看了。女一的...                     ",,,0回应,,0.9613927029201783
686,变形金刚3的影评 (1590),北原美月,3,2011-08-01 16:22:30,问题也许不在导演身上。。。。,这是一部毫无疑问的商业片和爆米花电影！迈克尔贝是好莱坞最伟大的商业片导演，我认为这句话是没错的。。。。这几天看到一直有人在骂导演，感觉蛮奇怪。。据我所知。。当投资达到这个程度，导演就几乎不可能有剪辑权了，哪怕他再有名气，最多拿到一个初剪权。。也就是剪一个毛...                     ,,,0回应,,0.6930795616322185
687,变形金刚3的影评 (1590),桴夜,3,2011-08-01 16:22:30,国庆献礼巨制变压器3,这篇影评可能有剧透                        作为一个电气专业出生的工科生，看到Transformer的第一反应就是变压器。我觉得三部变形金刚里面没有一个变形金刚能变成变压器纯属机械专业对电气专业的蔑视和藐视以及无视。 好吧，言归正传，作为一部抢在7·4米国国庆前上映的献礼巨制，这部片深刻地揭示了这三百年来风云变幻...                     ,,,13回应,广东惠州,0.6017764219933601
688,变形金刚3的影评 (1590),劉小達,3,2011-08-01 16:22:30,只适合IMAX的电影,变3看得是IMAX屏，其实，这片子也只有MAX能带出那种视觉震撼力来。所谓梦游背叛，人类虚伪，讨论的根本不是时候。试问，对于娱乐视觉的大片，多少人会在乎影片反思的是什么？也不要说什么回忆，93年的我，真的不记得当年汽车人每个分别叫什么了……如此一说，果然只剩下3D这个...                     ,,,0回应,,0.7977599662628272
689,变形金刚3的影评 (1590),爱丁歌德,3,2011-08-01 16:22:30,好烂的片子,观后感： 1、男主角一点没有救世主的气场，根本就是个小混混踩着不死光环 2、巢穴指挥官很帅气，有画面，撑得起来 3、剧情相当烂，没有逻辑性，一派胡言乱语 4、女主角三言两语逆转剧情，使得影片的120分钟毫无意义 5、这么唬烂的片子第一次在影院看到，伤害很深                     ,,,0回应,itboy,0.26127797849719836
690,变形金刚3的影评 (1590),猫未夜,3,2011-08-01 16:22:30,关于变3   浮云一般飘过,变3登陆中国大陆之前  各种骂名不绝于耳  真是各种骂啊  导演那个只淡定啊  只能说是还是有部分叫好的  才让导演如此淡定 于是我就在犹豫  是看3D呢还是在网上搜盗版呢  最后从朋友那里拿了蓝光的赠票——3D版得  嗯  好吧  去看吧  反正不要钱  于是等着变3上映的第二天  我去...                     ,,,0回应,,0.41350345413074785
